wkt_wgs84,x_wgs84,y_wgs84,country,province,district,municipality,postcode,object_type,object_type_name,veracity_score,accessibility,state,otar_id,name,description,wikidata,wikidata_url,wikipedia,wikipedia_url,published
POINT (18.236783268 50.011797138),18.236783268,50.011797138,Polska,śląskie,raciborski,Krzyżanowice,47-451,K01.20.10,Pałace,good,partial,fair,K01.20.10.Z2CXKB,Pałac w Tworkowie,"Pałac w Tworkowie wzniesiono w XVI w., prawdopodobnie na miejscu wcześniejszej gotyckiej warowni lub z wykorzystaniem jej reliktów. Powstał jako trójskrzydłowa rezydencja z dziedzińcem, rozbudowana w XIX w. w stylu neorenesansowym o wieże i arkady. Po pożarach w 1931 i 1945 r. popadł w ruinę. Obecnie zachowane są mury skrzydeł i wieże; ruiny zabezpieczono, a część obiektu udostępniono turystycznie.",Q11815053,https://www.wikidata.org/wiki/Q11815053,pl:Pałac w Tworkowie,https://pl.wikipedia.org/wiki/Pa%C5%82ac_w_Tworkowie,2026-08-14
POINT (20.489531428378044 50.892392124431716),20.489531428378044,50.892392124431716,Polska,świętokrzyskie,kielecki,Piekoszów,26-065,K01.20.10,Pałace,good,partial,good,K01.20.10.ZS6KL1,Pałac Tarłów w Podzamczu Piekoszowskim,"Pałac Tarłów w Podzamczu Piekoszowskim wzniesiono w latach 1649–1655 jako barokową rezydencję wzorowaną na Pałacu Biskupów Krakowskich w Kielcach. Kamienno-ceglany budynek miał cztery sześcioboczne baszty narożne, reprezentacyjną fasadę i bogaty detal kamieniarski. Około 1860 r. uległ poważnemu pożarowi. Obecnie zachowany jest jako pozbawiona dachu trwała ruina, ogólnie dostępna, lecz zaniedbana.",Q11814870,https://www.wikidata.org/wiki/Q11814870,pl:Pałac Tarłów w Podzamczu Piekoszowskim,https://pl.wikipedia.org/wiki/Pa%C5%82ac_Tar%C5%82%C3%B3w_w_Podzamczu_Piekoszowskim,2026-08-14
POINT (16.952862964 51.877901801),16.952862964,51.877901801,Polska,wielkopolskie,gostyński,Gostyń,63-800,K01.20.10,Pałace,good,limited,excellent,K01.20.10.ZZWJE4,Pałac w Goli,"Pałac w Goli wzniesiono pod koniec XVIII w. dla Jana Radolińskiego, a budowę ukończono w 1827 r. Klasycystyczną rezydencję otacza zabytkowy park z dwoma stawami. We wnętrzach zachował się historyzujący, m.in. myśliwski wystrój oraz stylowe meble. Posiadłość należała później do Potworowskich. Obecnie pałac jest zachowany; mieścił ośrodek konferencyjny, a w 2024 r. został wystawiony na sprzedaż.",Q11814947,https://www.wikidata.org/wiki/Q11814947,pl:Pałac w Goli,https://pl.wikipedia.org/wiki/Pa%C5%82ac_w_Goli,2026-08-14
POINT (15.535836757 52.250850487),15.535836757,52.250850487,Polska,lubuskie,świebodziński,Świebodzin,66-200,K01.30.10,Zamki,good,limited,good,K01.30.10.116S4F,Zamek Joannitów w Świebodzinie,"Zamek w Świebodzinie to historyczny obiekt o średniowiecznym rodowodzie, który na przestrzeni wieków uległ tak głębokim przekształceniom, że dziś jego dawny, obronny charakter pozostaje ukryty w murach współczesnego kompleksu medycznego. Początki murowanego zamku sięgają przełomu XIV i XV wieku. Został wzniesiony przez książąt głogowskich w celu zabezpieczenia strategicznego pogranicza śląsko-wielkopolskiego oraz ochrony ważnych szlaków handlowych.",Q30135595,https://www.wikidata.org/wiki/Q30135595,n/a,n/a,2026-08-14
POINT (20.059468083962 49.983877716024466),20.059468083962,49.983877716024466,Polska,małopolskie,wielicki,Wieliczka,32-020,K01.30.10,Zamki,good,partial,excellent,K01.30.10.15DRM4,Zamek Żupny,"Zamek Żupny w Wieliczce powstał w XIII–XIV w. jako siedziba zarządu żup krakowskich i centrum administracyjne kopalni soli. Zespół obejmuje kilka budynków skupionych wokół dziedzińca, mury obronne oraz elementy gotyckie, renesansowe i barokowe, będące efektem kolejnych przebudów. Obecnie jest dobrze zachowany, mieści Muzeum Żup Krakowskich i znajduje się na Liście Światowego Dziedzictwa UNESCO.",Q9386781,https://www.wikidata.org/wiki/Q9386781,pl:Zamek Żupny,https://pl.wikipedia.org/wiki/Zamek_%C5%BBupny,2026-08-30
POINT (19.04946593 53.115399287),19.04946593,53.115399287,Polska,kujawsko-pomorskie,golubsko-dobrzyński,Golub-Dobrzyń,87-400,K01.30.10,Zamki,good,full,excellent,K01.30.10.15E5J6,Zamek w Golubiu,"Zamek w Golubiu wzniesiono na przełomie XIII i XIV w. jako gotycką warownię krzyżacką i siedzibę komtura. Założenie ma plan czworoboku z dziedzińcem, czterema skrzydłami mieszkalnymi i narożnymi wieżami. W XVII w. został przebudowany w rezydencję renesansową, m.in. dla Anny Wazówny. Obecnie jest dobrze zachowany, odrestaurowany i udostępniony turystycznie.",Q2379846,https://www.wikidata.org/wiki/Q2379846,pl:Zamek w Golubiu,https://pl.wikipedia.org/wiki/Zamek_w_Golubiu,2026-08-14
POINT (19.195217 53.759445),19.195217,53.759445,Polska,pomorskie,kwidzyński,Prabuty,82-550,K01.30.10,Zamki,fair,full,poor,K01.30.10.15LD56,Zamek w Prabutach,"Ruiny zamku biskupiego w Prabutach, wzniesionego w XIII wieku i rozbudowanego w XIV stuleciu, zachowały gotyckie piwnice ze sklepieniami krzyżowo-żebrowymi oraz fragmenty murów obronnych. ",Q16619061,https://www.wikidata.org/wiki/Q16619061,pl:Zamek w Prabutach,https://pl.wikipedia.org/wiki/Zamek_w_Prabutach,2026-08-14
POINT (22.000006768 50.032390462),22.000006768,50.032390462,Polska,podkarpackie,Rzeszów,Rzeszów,35-032,K01.30.10,Zamki,good,partial,excellent,K01.30.10.15NA2Y,Zamek w Rzeszowie,"Zamek w Rzeszowie to dawna rezydencja Lubomirskich wzniesiona na przełomie XVI i XVII wieku na miejscu wcześniejszego pałacu obronnego. W XVII i XVIII wieku otoczono go fortyfikacjami bastionowymi, a po zniszczeniach i przebudowach w 1906 roku uzyskał obecny wygląd. Dziś mieści Sąd Okręgowy.",Q4179790,https://www.wikidata.org/wiki/Q4179790,pl:Zamek w Rzeszowie,https://pl.wikipedia.org/wiki/Zamek_w_Rzeszowie,2026-08-14
POINT (20.474668734803362 53.7774420776549),20.474668734803362,53.7774420776549,Polska,warmińsko-mazurskie,Olsztyn,Olsztyn,10-074,K01.30.10,Zamki,good,full,excellent,K01.30.10.1K13WL,Zamek Kapituły Warmińskiej,"Zamek Kapituły Warmińskiej w Olsztynie wzniesiono w XIV w. jako gotycką siedzibę administratora dóbr kapituły warmińskiej. Założenie obejmuje dwa skrzydła mieszkalne, dziedziniec, mury obronne oraz wysoką cylindryczną wieżę. W XVI w. zamek rozbudowano, a w latach 1516–1521 administratorem był Mikołaj Kopernik. Obecnie obiekt jest dobrze zachowany i mieści Muzeum Warmii i Mazur.",Q9386527,https://www.wikidata.org/wiki/Q9386527,pl:Zamek Kapituły Warmińskiej w Olsztynie,https://pl.wikipedia.org/wiki/Zamek_Kapitu%C5%82y_Warmi%C5%84skiej_w_Olsztynie,2026-08-14
POINT (16.091245767286015 53.76499979617137),16.091245767286015,53.76499979617137,Polska,zachodniopomorskie,świdwiński,Połczyn-Zdrój,78-320,K01.20.10,Pałace,good,full,excellent,K01.30.10.1PAKUA,Pałac w Połczynie-Zdroju,"Pałac w Połczynie-Zdroju powstał w XVIII w. jako rezydencja szlachecka, przebudowywana następnie w XIX stuleciu. Budowla otrzymała reprezentacyjną formę pałacową z regularnym korpusem i dekoracyjnymi elewacjami, a całość otacza założenie parkowe. W kolejnych latach obiekt był adaptowany do nowych funkcji. Obecnie pałac jest zachowany i stanowi element zabytkowego zespołu rezydencjonalnego.",Q16587070,https://www.wikidata.org/wiki/Q16587070,pl:Pałac w Połczynie-Zdroju,https://pl.wikipedia.org/wiki/Pa%C5%82ac_w_Po%C5%82czynie-Zdroju,2026-08-30
POINT (21.436665327630276 49.584660132748496),21.436665327630276,49.584660132748496,Polska,podkarpackie,jasielski,Osiek Jasielski,38-223,K01.30.10,Zamki,fair,full,poor,K01.30.10.1PEMZL,Zamek w Mrukowej,"Ukryte na zalesionym, stromym zboczu góry Zamczysko (568 m n.p.m.) w pobliżu wsi Mrukowa relikty zamku to jeden z najbardziej tajemniczych i niedostępnych obiektów obronnych w Karpatach. Ta wysokogórska fortalicja, położona na terenie Magurskiego Parku Narodowego, strzegła dawnego przejścia granicznego w kierunku Węgier. Początki zamku sięgają XIV wieku, kiedy wzniesiono tu kamienną strażnicę.",n/a,n/a,n/a,n/a,2026-08-14
POINT (22.765527047 49.780236285),22.765527047,49.780236285,Polska,podkarpackie,Przemyśl,Przemyśl,37-700,K01.30.10,Zamki,good,full,excellent,K01.30.10.1TSK5P,Zamek Kazimierzowski w Przemyślu,"Zamek zbudowany w stylu gotyckim przez Kazimierza Wielkiego w XIV w., następnie przebudowany w stylu renesansowym. Zniszczony w czasie rozbiorów, odbudowany w XIX w. Obecnie siedziba wielu instytucji kulturalnych.",Q7253424,https://www.wikidata.org/wiki/Q7253424,pl:Zamek Kazimierzowski w Przemyślu,https://pl.wikipedia.org/wiki/Zamek_Kazimierzowski_w_Przemy%C5%9Blu,2026-08-14
POINT (16.006603 53.535564),16.006603,53.535564,Polska,zachodniopomorskie,drawski,Złocieniec,78-520,K01.30.10,Zamki,good,full,poor,K01.30.10.21C3KG,Zamek w Złocieńcu,"Zamek w Złocieńcu powstał na początku XIV w. jako niewielka warownia na planie ok. 36 × 36 m, otoczona fosą. Około 1600 r. przebudowano go w stylu renesansowym, a w XVII w. przekształcono w reprezentacyjny pałac. Kolejne modernizacje przeprowadzano w XVIII–XX w. Po 1945 r. opuszczony obiekt uległ dewastacji. Obecnie zachowały się jedynie gotyckie piwnice oraz park zamkowy z aleją wiązów.",Q9386769,https://www.wikidata.org/wiki/Q9386769,pl:Zamek w Złocieńcu,https://pl.wikipedia.org/wiki/Zamek_w_Z%C5%82ocie%C5%84cu,2026-08-14
POINT (16.500385226 50.579521567),16.500385226,50.579521567,Polska,dolnośląskie,kłodzki,Nowa Ruda,57-400,K01.30.10,Zamki,fair,partial,excellent,K01.30.10.21V6QH,Zamek Stillfriedów w Nowej Rudzie,"Zamek Stillfriedów w Nowej Rudzie to jedna z najważniejszych nizinnych rezydencji magnackich w hrabstwie kłodzkim. Choć współczesna bryła gmachu ma charakter wieloskrzydłowego, barokowo-klasycystycznego pałacu, jej początki sięgają XIV wieku, kiedy wzniesiono tu murowany, gotycki zamek obronny o założeniu wieżowym. Nowi właściciele rządzili stąd dobrami noworudzkimi przez blisko cztery stulecia.",Q11838308,https://www.wikidata.org/wiki/Q11838308,pl:Zamek Stillfriedów w Nowej Rudzie,https://pl.wikipedia.org/wiki/Zamek_Stillfried%C3%B3w_w_Nowej_Rudzie,2026-08-14
POINT (15.546536399 51.12224992),15.546536399,51.12224992,Polska,dolnośląskie,lwówecki,Lwówek Śląski,59-600,K01.30.10,Zamki,good,full,poor,K01.30.10.24MPEQ,Zamek w Radłówce,"Zamek w Radłówce to ruiny późnośredniowiecznej warowni nizinnej, wzniesionej prawdopodobnie w latach 60. XV wieku przez Nickela von Zedlitza lub na początku XVI wieku przez Siegmunda von Zedlitza. Obiekt już w 1500 roku został sprzedany radzie miasta Lwówka Śląskiego, co spowodowało utratę jego funkcji rezydencjonalnej. Warownia, uszkodzona podczas wojny trzydziestoletniej, została ostatecznie opuszczona w XVIII wieku. Założenie zbudowano z piaskowca na planie czworoboku.",Q9386724,https://www.wikidata.org/wiki/Q9386724,pl:Zamek w Radłówce,https://pl.wikipedia.org/wiki/Zamek_w_Rad%C5%82%C3%B3wce,2026-08-14
POINT (22.328606 49.426098),22.328606,49.426098,Polska,podkarpackie,leski,Lesko,38-600,K01.30.10,Zamki,good,partial,poor,K01.30.10.26H1W7,Zamek Hoczew,"Zamek w Hoczwi wzniesiono w połowie XV w. jako niewielką siedzibę rycerską rodu Balów, prawdopodobnie na miejscu wcześniejszego grodu. Miał plan czworoboku z wewnętrznym dziedzińcem, basztami, fosą i wałami. Po pożarze pod koniec XVI w. został odbudowany, lecz w XVIII w. stopniowo opuszczony. Obecnie zachował się kopiec z fragmentami kamiennych murów o wysokości do 2–3 m.",n/a,n/a,n/a,n/a,2026-08-14
POINT (18.969498 52.210766),18.969498,52.210766,Polska,wielkopolskie,kolski,Kłodawa,62-650,K01.30.10,Zamki,good,limited,poor,K01.30.10.27928Q,Zamek w Rycerzewie,"Pałac wzniesiono w połowie XIX w. w stylu neorenesansu toskańskiego. Rezydencję otacza park krajobrazowy o powierzchni około 7,2 ha. Na niewielkim kopcu w jego obrębie zachowały się ruiny starszego zameczku rycerskiego, pochodzącego prawdopodobnie z przełomu XIV i XV w., wykorzystywanego w okresie międzywojennym jako lodownia. Obecnie pałac i relikty zamku tworzą historyczny zespół rezydencjonalno-parkowy.",n/a,n/a,n/a,n/a,2026-08-14
POINT (18.938257 53.283474),18.938257,53.283474,Polska,kujawsko-pomorskie,wąbrzeski,Wąbrzeźno,87-200,K01.30.10,Zamki,good,full,poor,K01.30.10.286NAV,Zamek biskupów chełmińskich w Wąbrzeźnie,"Zamek w Wąbrzeźnie wzniesiono w XIV w. jako gotycką rezydencję biskupów chełmińskich. Założenie obejmowało murowany zamek główny na planie zbliżonym do czworoboku, dziedziniec, zabudowę mieszkalną, mury obronne oraz przedzamcze. Po zniszczeniach wojennych i utracie znaczenia był stopniowo rozbierany. Obecnie zachowały się jedynie relikty murów i fundamentów, tworzące trwałą ruinę.",Q30908308,https://www.wikidata.org/wiki/Q30908308,pl:Zamek w Wąbrzeźnie,https://pl.wikipedia.org/wiki/Zamek_w_W%C4%85brze%C5%BAnie,2026-08-14
POINT (20.69516157 49.773268115),20.69516157,49.773268115,Polska,małopolskie,nowosądecki,Gródek nad Dunajcem,33-316,K01.30.10,Zamki,good,full,fair,K01.30.10.28X2ZQ,Zamek Dolny w Rożnowie,"Zamek w Rożnowie obejmował gotycki zamek górny z XIV w. oraz późniejsze renesansowe fortyfikacje zamku dolnego. Średniowieczna warownia powstała na skalistym cyplu nad Dunajcem, na planie zbliżonym do prostokąta o wymiarach ok. 44 × 20 m. Wewnątrz znajdowały się dwa murowane, piętrowe budynki przylegające do murów obwodowych. W XVI–XVII w. zamek stopniowo popadał w ruinę; obecnie zachowały się fragmenty murów.",Q9386729,https://www.wikidata.org/wiki/Q9386729,pl:Zamek w Rożnowie,https://pl.wikipedia.org/wiki/Zamek_w_Ro%C5%BCnowie,2026-08-14
POINT (18.749546 53.495552),18.749546,53.495552,Polska,kujawsko-pomorskie,Grudziądz,Grudziądz,86-300,K01.30.10,Zamki,good,full,fair,K01.30.10.2BFLE9,Zamek krzyżacki w Grudziądzu,"Zamek krzyżacki w Grudziądzu wzniesiono w XIII–XIV w. jako gotycką siedzibę komturów. Założenie obejmowało zamek wysoki z dziedzińcem, skrzydłami mieszkalnymi, kaplicą, wieżą główną Klimek, murami obronnymi oraz przedzamczem. W XVII–XVIII w. obiekt podupadał i był stopniowo rozbierany. Obecnie zachowały się relikty murów, fundamenty zabudowy oraz zrekonstruowana wieża Klimek, udostępniona turystycznie.",Q9386583,https://www.wikidata.org/wiki/Q9386583,pl:Zamek krzyżacki w Grudziądzu,https://pl.wikipedia.org/wiki/Zamek_krzy%C5%BCacki_w_Grudzi%C4%85dzu,2026-08-14
POINT (16.757286 50.920113),16.757286,50.920113,Polska,dolnośląskie,wrocławski,Sobótka,55-050,K01.30.10,Zamki,fair,full,poor,K01.30.10.2C2MG4,Zamek w Rogowie Sobóckim,"Zamek w Rogowie Sobóckim powstał w XVI w. jako renesansowa rezydencja o cechach obronnych. W kolejnych stuleciach był przebudowywany i przekształcany w wygodniejszą siedzibę ziemiańską. Budowla zachowała zwartą bryłę, historyczny układ przestrzenny oraz elementy dawnej architektury rezydencjonalnej. Obecnie zamek pozostaje zachowany jako zabytek i stanowi część historycznego zespołu rezydencjonalnego.",Q24945700,https://www.wikidata.org/wiki/Q24945700,pl:Zamek w Rogowie Sobóckim,https://pl.wikipedia.org/wiki/Zamek_w_Rogowie_Sob%C3%B3ckim,2026-08-14
POINT (18.650932 53.266415),18.650932,53.266415,Polska,kujawsko-pomorskie,chełmiński,Lisewo,86-230,K01.30.10,Zamki,good,full,poor,K01.30.10.2DDPXA,Zamek w Lipienku,"Zamek w Lipienku wzniesiono w XIII–XIV w. jako gotycką warownię krzyżacką i siedzibę komtura. Założenie obejmowało zamek wysoki z dziedzińcem, skrzydłami mieszkalno-gospodarczymi, murami obronnymi i wieżami oraz rozległe przedzamcze. Po wojnach polsko-krzyżackich utracił znaczenie i stopniowo popadał w ruinę. Obecnie zachowały się jedynie relikty murów i fundamentów dawnego zamku.",Q29974596,https://www.wikidata.org/wiki/Q29974596,pl:Zamek w Lipienku,https://pl.wikipedia.org/wiki/Zamek_w_Lipienku,2026-08-14
POINT (17.75327617 54.543505629),17.75327617,54.543505629,Polska,pomorskie,lęborski,Lębork,84-300,K01.30.10,Zamki,fair,partial,excellent,K01.30.10.2FV3R8,Zamek krzyżacki w Lęborku,"Gotycki zamek krzyżacki z XIV wieku wzniesiono na planie zbliżonym do kwadratu. Zachowały się gotyckie szczyty, fragmenty murów i piwnic. Obecnie mieści sąd oraz prokuraturę",Q16618864,https://www.wikidata.org/wiki/Q16618864,pl:Zamek krzyżacki w Lęborku,https://pl.wikipedia.org/wiki/Zamek_krzy%C5%BCacki_w_L%C4%99borku,2026-08-14
POINT (16.112883311896816 50.938778575260564),16.112883311896816,50.938778575260564,Polska,dolnośląskie,jaworski,Bolków,59-420,K01.30.10,Zamki,good,full,fair,K01.30.10.2G299M,Zamek Świny,Pierwsze wzmianki o tym zamku sięgają aż XII wieku jest to najstarszy prywatny zamek w całej Polsce. Zamek jest obecnie własnością prywatną i atrakcją turystyczną.,Q1014744,https://www.wikidata.org/wiki/Q1014744,pl:Zamek Świny,https://pl.wikipedia.org/wiki/Zamek_%C5%9Awiny,2026-08-14
POINT (20.429549134548953 53.359646003588104),20.429549134548953,53.359646003588104,Polska,warmińsko-mazurskie,nidzicki,Nidzica,13-100,K01.30.10,Zamki,good,full,excellent,K01.30.10.2JGWYN,Zamek w Nidzicy,"Krzyżacki zamek z XIV wieku. Rozbudowany w XVI wieku. Uległ częściowemu zniszczeniu w 1945, odbudowany w latach 60 XX wieku. Dziś mieści instytucje kultury, hotel, restaurację i muzeum.",Q1563459,https://www.wikidata.org/wiki/Q1563459,pl:Zamek w Nidzicy,https://pl.wikipedia.org/wiki/Zamek_w_Nidzicy,2026-08-14
POINT (19.768666277557312 50.445078585577335),19.768666277557312,50.445078585577335,Polska,śląskie,zawierciański,Żarnowiec,42-439,K01.30.10,Zamki,fair,full,poor,K01.30.10.2KFGBD,Zamek Udórz,"Zamek Udórz powstał prawdopodobnie na przełomie XIV i XV w. na wąskim cyplu nad potokiem Udorka, chronionym z trzech stron stromymi zboczami. Założenie miało formę nieregularnego pięcioboku z wałami i murem od strony wschodniej; brak śladów zabudowy wewnętrznej może wskazywać, że budowy nie ukończono. Obecnie zachowały się fragmenty dwóch murowanych ścian oraz wałów ziemnych, porośnięte lasem.",Q9386566,https://www.wikidata.org/wiki/Q9386566,pl:Zamek Udórz,https://pl.wikipedia.org/wiki/Zamek_Ud%C3%B3rz,2026-08-14
POINT (15.724141802 50.90913474),15.724141802,50.90913474,Polska,dolnośląskie,Jelenia Góra,Jelenia Góra,58-500,K01.30.10,Zamki,good,full,poor,K01.30.10.2MRBY9,Zamek w Jeleniej Górze,"Zamek lokowany był na tzw. Górze Bolesława Krzywoustego, obecnie zalesionym wzgórzu o wysokości 375 m n.p.m. Budowę zamku w miejscu wcześniejszego grodu rozpoczął w 1291 roku książę Bolko I. W XIV wieku przeszedł pod panowanie Czech, a w czasie wojen husyckich został zniszczony przez mieszczan. Do dziś zachowały się fragmenty kamiennych murów, umocnień ziemnych i ślady fosy.",n/a,n/a,n/a,n/a,2026-08-14
POINT (16.536938903 51.667572425),16.536938903,51.667572425,Polska,dolnośląskie,górowski,Góra,56-200,K01.30.10,Zamki,good,limited,fair,K01.30.10.2N4BVY,Zamek w Górze,"Pozostałości zamku z przełomu XIV i XV wieku. Ceglana budowla o czworokątnym kształcie
z daleka łatwo rozpoznać go przez charakterystyczną wieżę. Wstęp na teren zamku jest zabroniony ze względów bezpieczeństwa.",Q9386643,https://www.wikidata.org/wiki/Q9386643,pl:Zamek w Górze,https://pl.wikipedia.org/wiki/Zamek_w_G%C3%B3rze,2026-08-14
POINT (22.23505 49.782032),22.23505,49.782032,Polska,podkarpackie,rzeszowski,Dynów,36-065,K01.30.10,Zamki,good,partial,poor,K01.30.10.2N7QGC,Zamek w Dąbrówce Starzeńskiej,"Zamek w Dąbrówce Starzeńskiej wzniesiono w XVI w. jako renesansową rezydencję obronną. Założenie miało plan czworoboku z dziedzińcem, skrzydłami mieszkalnymi oraz narożnymi basztami, a całość otaczały umocnienia i fosa. W kolejnych stuleciach zamek przebudowywano i powiększano. W czasie II wojny światowej został zniszczony. Obecnie zachował się w stanie ruiny, z fragmentami murów i baszt dawnego założenia.",Q16618929,https://www.wikidata.org/wiki/Q16618929,pl:Zamek w Dąbrówce Starzeńskiej,https://pl.wikipedia.org/wiki/Zamek_w_D%C4%85br%C3%B3wce_Starze%C5%84skiej,2026-08-14
