object_type,name,country,province,district,municipality,post_code,nearest_address,state,accessibility,veracity_score,description,wikipedia,wikidata
K01.20.30 - Dwory inne,Dwór w Bogdanach Wielkich,Polska,mazowieckie,przasnyski,Chorzele,06-330,"mazowieckie, przasnyski, Chorzele, Bogdany Wielkie 10",,,,,,
K01.20.30 - Dwory inne,Czarnów,Polska,mazowieckie,gostyniński,Pacyna,09-541,"mazowieckie, gostyniński, Pacyna, Czarnów 5",excellent,partial,good,"Dwór w Czarnowie to klasycystyczna rezydencja wzniesiona około 1822 roku, prawdopodobnie dla rodziny Łączyńskich. Parterowy, murowany budynek wyróżnia reprezentacyjny czterokolumnowy portyk z tarasem oraz piętrowa część środkowa zwieńczona trójkątnym szczytem. Dwór otacza zabytkowy park krajobrazowy z pierwszej połowy XIX wieku. Po II wojnie światowej obiekt pełnił funkcje opiekuńcze, a obecnie mieści Powiatowy Dom Pomocy Społecznej.",,
K01.20.30 - Dwory inne,Dwór w Adamowiznie,Polska,mazowieckie,grodziski,Grodzisk Mazowiecki,05-825,"mazowieckie, grodziski, Grodzisk Mazowiecki, Adamowizna, dr. M. Chełmońskiego 8",,,,,,
K01.20.30 - Dwory inne,Książenice,Polska,mazowieckie,grodziski,Grodzisk Mazowiecki,05-825,"mazowieckie, grodziski, Grodzisk Mazowiecki, Książenice, Parkowa 8",,,,,,
K01.20.30 - Dwory inne,Dwór Winnica,Polska,mazowieckie,płocki,Brudzeń Duży,09-414,"mazowieckie, płocki, Brudzeń Duży, Winnica 17",,,,,,
K01.20.30 - Dwory inne,Dwór Kiczki,Polska,mazowieckie,miński,Cegłów,05-319,"mazowieckie, miński, Cegłów, Kiczki Pierwsze 181",,,,,,
K01.20.30 - Dwory inne,Głogoczów,Polska,małopolskie,myślenicki,Myślenice,32-444,"małopolskie, myślenicki, Myślenice, Głogoczów 1",,,,,,
K01.20.30 - Dwory inne,Dwór Szymbark ,Polska,małopolskie,gorlicki,Gorlice,38-311,"małopolskie, gorlicki, Gorlice, Szymbark 362",,,,,,
K01.20.30 - Dwory inne,Dwór Nieprześnia,Polska,małopolskie,bocheński,Bochnia,32-700,"małopolskie, bocheński, Bochnia, Nieprześnia 1",,,,,,
K01.20.20 - Dwory szlacheckie,Zubrzyca Górna,Polska,małopolskie,nowotarski,Jabłonka,34-484,"małopolskie, nowotarski, Jabłonka, Zubrzyca Górna 394",,,,,,
K01.20.30 - Dwory inne,Dwór w Gruszowie,Polska,małopolskie,myślenicki,Raciechowice,32-414,"małopolskie, myślenicki, Raciechowice, Gruszów 297",,,,,,
K01.20.30 - Dwory inne,Dwór Owczary,Polska,małopolskie,krakowski,Zielonki,32-088,"małopolskie, krakowski, Zielonki, Owczary, Kasztanowa 20",,,,,,
K01.20.30 - Dwory inne,Łąkta Górna,Polska,małopolskie,bocheński,Żegocina,32-731,"małopolskie, bocheński, Żegocina, Łąkta Górna 1",,,,,,
K01.20.30 - Dwory inne,Dwór Sieniawa,Polska,małopolskie,nowotarski,Raba Wyżna,34-723,"małopolskie, nowotarski, Raba Wyżna, Sieniawa 302",,,,,,
K01.30.10 - Zamki,Ruiny zamku na wzgórzu w Berdechowie,Polska,małopolskie,gorlicki,Bobowa,38-350,"małopolskie, gorlicki, Bobowa, Bobowa, Zamczysko 2",bad,full,fair,"Zamek w Berdechowie, znany także jako zamek w Bobowej, to pozostałości dawnej warowni rodu Gryfitów-Bobowskich, położone na stożkowatym wzgórzu nad rzeką Białą Dunajcową. Na jego szczycie zachowały się jedynie przykryte ziemią relikty murów i ślady wałów, potwierdzone badaniami archeologicznymi z 1957 roku. W XIX wieku na fundamentach zamku wzniesiono dwór, z którego do dziś przetrwały sklepione piwnice. Obiekt leży na lewym brzegu rzeki, tuż przy granicy z Bobową.",,
K01.20.30 - Dwory inne,Libusza,Polska,małopolskie,gorlicki,Biecz,38-306,"małopolskie, gorlicki, Biecz, Libusza 6",,,,,,
K01.20.30 - Dwory inne,Wrząsowice,Polska,małopolskie,krakowski,Świątniki Górne,32-040,"małopolskie, krakowski, Świątniki Górne, Wrząsowice, Dwór 1",,,,,,
K01.20.30 - Dwory inne,Dwór Rzemiędzice,Polska,małopolskie,miechowski,Słaboszów,32-218,"małopolskie, miechowski, Słaboszów, Rzemiędzice 25",,,,,,
K01.20.30 - Dwory inne,Dwór Makocice,Polska,małopolskie,proszowicki,Proszowice,32-100,"małopolskie, proszowicki, Proszowice, Makocice 1",,,,,,
K01.30.10 - Zamki,Zamek Lanckorona,Polska,małopolskie,wadowicki,Lanckorona,34-143,"małopolskie, wadowicki, Lanckorona, Lanckorona, Św. Jana 16",poor,n/a,good,Zamek zbudowany w XIV wieku przez Kazimierza Wielkiego. Znajduje się na Lanckorońskiej Górze,pl:Zamek w Lanckoronie,Q9386670
K01.30.20 - Dwory obronne,Kasztel w Szymbarku,Polska,małopolskie,gorlicki,Gorlice,38-311,"małopolskie, gorlicki, Gorlice, Szymbark 312",excellent,full,good,"Renesansowy dwór obronny, wzniesiony przez ród Gładyszów w latach 1530–1550, to unikalny przykład dawnej rezydencji o cechach militarnych. Budowla została zaprojektowana na rzucie prostokąta, a jej architektonicznym znakiem rozpoznawczym są charakterystyczne narożne baszty.

Na przestrzeni wieków obiekt zmieniał swoje przeznaczenie – w XIX stuleciu utracił reprezentacyjny charakter i został zaadaptowany na gorzelnię. Zabytek doczekał się gruntownej renowacji po zakończeniu II wojny światowej, dzięki czemu przywrócono mu dawny blask. Współcześnie budynek pełni ważne funkcje kulturalne, stanowiąc siedzibę instytucji znanej jako Muzeum Dwory Karwacjanów i Gładyszów.",pl:Kasztel w Szymbarku,Q9213406
K01.20.30 - Dwory inne,Dwór Zarzyce Wielkie,Polska,małopolskie,wadowicki,Kalwaria Zebrzydowska,34-142,"małopolskie, wadowicki, Kalwaria Zebrzydowska, Zarzyce Wielkie 82",,,,,,
K01.30.10 - Zamki,Zamek w Muszynie,Polska,małopolskie,nowosądecki,Muszyna,33-370,"małopolskie, nowosądecki, Muszyna, Muszyna, Zazamcze 2B",good,full,good,"Zamek w Muszynie (województwo małopolskie, powiat nowosądecki) to gotycka warownia wzniesiona w XIV wieku na stromym, potężnym wzgórzu Baszta (449 m n.p.m.) w widłach rzek Poprad, Muszynka i Szczawnik. Jako kluczowy element obronny tzw. Państwa Muszyńskiego – autonomicznego klucza dóbr biskupów krakowskich – zamek zabezpieczał południową granicę Korony Królestwa Polskiego oraz strzegł strategicznego szlaku handlowego prowadzącego na Węgry.

Założenie architektoniczne, ufortyfikowane z inicjatywy króla Kazimierza Wielkiego lub biskupa Jana Grotowica, dzieliło się na zamek górny i dolny. Zamek górny, posadowiony na grzbiecie kamienistego pasma, obejmował czworoboczną, monumentalną wieżę ostatecznej obrony (stołp), przylegający do niej budynek mieszkalny oraz wewnętrzny dziedziniec otoczony wysokim murem obwodowym z kamienia łamanego. Zamek dolny, rozciągający się na niższym tarasie, pełnił funkcje gospodarcze i zaplecza militarnego, osłonięty dodatkowym pasmem murów oraz suchą fosą. W XV wieku warownia odpierała najazdy wojsk węgierskich i konfederatów brackich, a na przełomie XVI i XVII wieku przeszła renesansową modernizację. Zamek zaczął podupadać po potopie szwedzkim, a ostatecznie opuszczono go w drugiej połowie XVIII wieku, po czym przez stulecia ulegał systematycznej dewastacji i rozbiórce.

Przełomem w historii obiektu okazały się kompleksowe prace archeologiczne i rekonstrukcyjne zrealizowane w latach 2020–2023. Współcześnie zamek w Muszynie nie jest już tylko zarośniętym grodziskiem, lecz pełnowymiarową, częściowo zrekonstruowaną atrakcją turystyczną. Odbudowano kamienną wieżę z tarasem widokowym, z którego roztacza się panorama Beskidu Sądeckiego i uzdrowiska, a wewnątrz pomieszczeń zamkowych oraz w podziemiach utworzono sale ekspozycyjne prezentujące historię regionu, dawne militaria oraz znaleziska archeologiczne.",pl:Zamek w Muszynie,Q9386685
K01.20.30 - Dwory inne,Dwór w Przemęczanach,Polska,małopolskie,proszowicki,Radziemice,32-107,"małopolskie, proszowicki, Radziemice, Przemęczany 14A",,,,,,
K01.30.10 - Zamki,Ruiny Zamku Bydlin,Polska,małopolskie,olkuski,Klucze,32-310,"małopolskie, olkuski, Klucze, Bydlin, Zawadka 1B",poor,full,good,"Malowniczo usytuowane na wysokim, zalesionym wzgórzu wapiennym ruiny w Bydlinie (województwo małopolskie, powiat olkuski) to jeden z najbardziej intrygujących obiektów na Szlaku Orlich Gniazd. Choć powszechnie nazywany zamkiem, budowla ta na przestrzeni wieków radykalnie zmieniała swoją funkcję – od rycerskiej fortalicji, przez sakralną świątynię, aż po polową fortecę z czasów I wojny światowej.Początki murowanego obiektu sięgają drugiej połowy XIV wieku (około 1388 roku). Wzniósł go Niemierza z Gołczy herbu Mądrostki jako klasyczną, gotycką strażnicę obronną. Na początku XVI wieku zamek przeszedł w ręce Bonerów – potężnego rodu krakowskich bankierów. Około 1525 roku Jan Firlej (kolejny właściciel) dokonał bezprecedensowej metamorfozy obiektu: surową, rycerską wieżę obronną przebudował na katolicki kościół pod wezwaniem Świętego Krzyża. Pod koniec XVI wieku, w dobie reformacji, świątynię na kilkadziesiąt lat zamieniono na zbór ariański, by w 1594 roku przywrócić jej pierwotny, katolicki charakter. Kres funkcjonowaniu budowli przyniósł potop szwedzki w 1655 roku, kiedy to Szwedzi idący na Częstochowę doszczętnie spalili obiekt. Choć kościół odbudowano w XVIII wieku, kilkadziesiąt lat później został ostatecznie opuszczony i popadł w ruinę. W 1914 roku wzgórze zamkowe stało się areną krwawej bitwy pod Krzywopłotami, a legioniści Józefa Piłsudskiego wykopali u stóp murów okopy, które są widoczne do dziś.Konstrukcja zamku w Bydlinie charakteryzowała się prostotą i surowością. Obiekt wzniesiono z lokalnego kamienia wapiennego na planie prostorządnego czworoboku o wymiarach około $23 \times 11$ metrów. Była to wysoka, bezwieżowa wieża mieszkalno-obronna (donżon), wkomponowana w otaczający ją mur obwodowy. Po przebudowie na kościół do bryły dodano m.in. charakterystyczne przypory wzmacniające ściany. Całość założenia odcinała od reszty wzgórza głęboka fosa wykuta w skale.Współcześnie zamek w Bydlinie to trwała, zakonserwowana ruina ukryta wśród wysokich drzew. Do naszych czasów przetrwały monumentalne, wysokie ściany obwodowe dawnego donżonu (późniejszej nawy kościoła) z wyraźnymi otworami okiennymi i śladami po przyporach, a także unikalne pozostałości okopów z I wojny światowej. Obiekt jest w pełni ogólnodostępny dla turystów, a u podnóża wzgórza znajduje się zabytkowy cmentarz z kwaterą poległych legionistów, co tworzy wyjątkowe miejsce pamięci narodowej.",pl:Zamek w Bydlinie,Q4450967
K01.20.30 - Dwory inne,Witkowice,Polska,małopolskie,oświęcimski,Kęty,32-650,"małopolskie, oświęcimski, Kęty, Witkowice, Dworska 50",,,,,,
K01.20.30 - Dwory inne,Szczurowa,Polska,małopolskie,brzeski,Szczurowa,32-820,"małopolskie, brzeski, Szczurowa, Szczurowa, Rynek 2",,,,,,
K01.20.30 - Dwory inne,Nidek,Polska,małopolskie,wadowicki,Wieprz,34-122,"małopolskie, wadowicki, Wieprz, Nidek, św. Jana Pawła II 32",,,,,,
K01.20.30 - Dwory inne,Stojanowice,Polska,świętokrzyskie,kazimierski,Bejsce,28-512,"świętokrzyskie, kazimierski, Bejsce, Stojanowice 47",,,,,,
K01.20.30 - Dwory inne,Dwór Plechów,Polska,świętokrzyskie,kazimierski,Kazimierza Wielka,28-500,"świętokrzyskie, kazimierski, Kazimierza Wielka, Plechów 44",,,,,,
K01.20.30 - Dwory inne,Lasochów,Polska,świętokrzyskie,jędrzejowski,Małogoszcz,28-366,"świętokrzyskie, jędrzejowski, Małogoszcz, Lasochów 39",,,,,,
K01.20.30 - Dwory inne,Rzeszówek,Polska,świętokrzyskie,jędrzejowski,Oksa,28-363,"świętokrzyskie, jędrzejowski, Oksa, Rzeszówek 67",good,partial,good,"Dwór w Rzeszówku to miejsce, w którym historia spotyka się z pięknem krajobrazu. Zabytkowy obiekt, otoczony zielenią i śladami dawnego założenia dworskiego, przenosi odwiedzających w klimat minionych epok. To doskonały przystanek dla osób poszukujących spokojnych zakątków, cennych zabytków i autentycznych opowieści związanych z dziedzictwem kulturowym regionu.",pl:Dwór w Rzeszówku,
K01.20.30 - Dwory inne,Dwór Grudzyny,Polska,świętokrzyskie,jędrzejowski,Imielno,28-313,"świętokrzyskie, jędrzejowski, Imielno, Grudzyny 11",,,,,,
K01.30.10 - Zamki,Zamek w Podgrodziu,Polska,świętokrzyskie,ostrowiecki,Ćmielów,27-440,"świętokrzyskie, ostrowiecki, Ćmielów, Podgrodzie 1",poor,limited,good,"Ruiny zamku rycerskiego położone na wzgórzu nad rzeką Kamienną. Zbudowany w XIV wieku, zniszczony w wieku XVII. Do dziś zachowały się fragmenty murów.",pl:Zamek w Podgrodziu,Q33507897
K01.20.30 - Dwory inne,Wolica,Polska,świętokrzyskie,kielecki,Chęciny,26-060,"świętokrzyskie, kielecki, Chęciny, Wolica, Senatorska 12",,,,,,
K01.20.20 - Dwory szlacheckie,Gorzków,Polska,świętokrzyskie,staszowski,Bogoria,28-210,"świętokrzyskie, staszowski, Bogoria, Gorzków 27",,,,,,
K01.20.30 - Dwory inne,Dwór Wola Świdzińska,Polska,świętokrzyskie,włoszczowski,Krasocin,29-105,"świętokrzyskie, włoszczowski, Krasocin, Wola Świdzińska 11",,,,,,
K01.20.30 - Dwory inne,Dwór Tarnobrzeg,Polska,podkarpackie,Tarnobrzeg,Tarnobrzeg,39-400,"podkarpackie, Tarnobrzeg, Tarnobrzeg, Tarnobrzeg, Adama Mickiewicza 19",,,,,,
K01.20.30 - Dwory inne,Końskie III,Polska,świętokrzyskie,konecki,Końskie,26-200,"świętokrzyskie, konecki, Końskie, Końskie, Partyzantów 12",,,,,,
K01.20.30 - Dwory inne,Dworek Karpińskich w Sandomierzu ,Polska,świętokrzyskie,sandomierski,Sandomierz,27-600,"świętokrzyskie, sandomierski, Sandomierz, Sandomierz, Podole 7",,,,,,
K01.20.30 - Dwory inne,Dwór Kielce ul. Bodzetyńska ,Polska,świętokrzyskie,Kielce,Kielce,25-308,"świętokrzyskie, Kielce, Kielce, Kielce, Bodzentyńska 29",,,,,,
K01.20.20 - Dwory szlacheckie,Kraszów,Polska,dolnośląskie,oleśnicki,Międzybórz,56-513,"dolnośląskie, oleśnicki, Międzybórz, Kraszów 32",,,,,,
K01.20.10 - Pałace,Pietrzyków,Polska,dolnośląskie,świdnicki,Dobromierz,58-170,"dolnośląskie, świdnicki, Dobromierz, Pietrzyków 43",poor,limited,good,"Zabytkowy pałac w Pietrzykowie (dolnośląskie), którego trzon powstał w XVIII w. Otacza go rozległy park i dawny folwark. Po czasach PGR-u obiekt pełnił funkcje mieszkalne. Obecnie budynek niszczeje i szuka inwestora. Wnętrza są niedostępne, ale bryłę można obejrzeć z zewnątrz.",pl:Pałac w Pietrzykowie,Q19401149
K01.20.10 - Pałace,Pałac w Mirosławicach,Polska,dolnośląskie,wrocławski,Sobótka,55-050,"dolnośląskie, wrocławski, Sobótka, Mirosławice, Krótka 2",good,partial,good,"Pierwsze informacje o zamku w Mirosławiczkach pochodzą z 1411 roku, kiedy dobra wraz z warownią należały do braci Opetza i Heinemmana Rosenthal. Na przestrzeni wieków zamek wielokrotnie zmieniał właścicieli, a w XIX wieku w jego sąsiedztwie wzniesiono pałac. Dawna warownia została ostatecznie zniszczona przez pożar w 1889 roku, a jej pozostałości wykorzystano przy budowie zachowanego spichrza.

Obecny pałac Gottloba Sigismunda von Zedlitz und Leipe powstał w latach 1801–1811.
",pl:Pałac w Mirosławicach,Q24945639
K01.20.30 - Dwory inne,Dwór Czarne w Jeleniej Górze,Polska,dolnośląskie,Jelenia Góra,Jelenia Góra,58-500,"dolnośląskie, Jelenia Góra, Jelenia Góra, Jelenia Góra, Strumykowa 2",,,,,,
K01.30.10 - Zamki,Stara Kraśnica,Polska,dolnośląskie,złotoryjski,Świerzawa,59-540,"dolnośląskie, złotoryjski, Świerzawa, Stara Kraśnica, Kusocińskiego 5/2",bad,limited,good,Ruiny manierystycznego zamku-dworu z XVI/XVII w. w Starej Kraśnicy (dolnośląskie). Słynie z okazałej bramy wjazdowej oraz rzeźbionego portalu z 16 herbami. Ze względu na katastrofalny stan techniczny wejście w mury jest zabronione – całość można bezpiecznie podziwiać z ogólnodostępnego terenu,pl:Zamek w Starej Kraśnicy,Q30089389
K01.20.30 - Dwory inne,Przesieczna,Polska,dolnośląskie,polkowicki,Radwanice,59-160,"dolnośląskie, polkowicki, Radwanice, Przesieczna 14",,,,,,
K01.30.10 - Zamki,Wojnowice,Polska,dolnośląskie,średzki,Miękinia,55-330,"dolnośląskie, średzki, Miękinia, Wojnowice, Zamkowa 2",excellent,partial,fair,"Zamek rycerski wzniesiono w XVI wieku w stylu renesansowym z wykorzystaniem pozostałości starszego, XIV-wiecznego zamku. Był zamieszkany do 1945 roku, a do dziś zachowały się portale, wykusze, wysoka wieża oraz renesansowe detale architektoniczne. Obecnie mieści siedzibę Stowarzyszenia Historyków Sztuki.",pl:Zamek w Wojnowicach,Q9386565
K01.20.30 - Dwory inne,Dwór Strzałkowice,Polska,dolnośląskie,legnicki,Ruja,59-243,"dolnośląskie, legnicki, Ruja, Strzałkowice 22",,,,,,
K01.30.10 - Zamki,Dwór Obronny Służejów,Polska,dolnośląskie,ząbkowicki,Ziębice,57-224,"dolnośląskie, ząbkowicki, Ziębice, Służejów 33",good,partial,good,"Usytuowany na Przedgórzu Sudeckim dwór obronny w Służejowie (województwo dolnośląskie, powiat ząbkowicki, gmina Ziębice) to wybitny, choć mocno nadszarpnięty zębem czasu zabytkowy zespół rezydencjonalno-militarny. Ta dawna, renesansowa siedziba szlachecka typu nawodnego (tzw. Wasserburg) stanowi doskonały przykład nowożytnej architektury obronnej, w której funkcja reprezentacyjna mieszała się z realnymi wymogami bezpieczeństwa.

Początki murowanego obiektu sięgają końca XVI wieku (często datuje się go na lata 1580–1600). Dwór został wzniesiony z inicjatywy lokalnego rodu szlacheckiego von Czirn (Czirnhauzów), jako nowa, prestiżowa siedziba rodowa. Czas jego budowy zbiegł się z okresem napięć polityczno-religijnych na Śląsku, co wymusiło nadanie rezydencji silnych cech obronnych. Budowla pomyślnie przetrwała trudne lata wojny trzydziestoletniej, a w XVIII i XIX wieku była częściowo modernizowana przez kolejnych właścicieli, tracąc niektóre elementy stricte militarne. Po II wojnie światowej majątek został przejęty przez Skarb Państwa i przekazany w użytkowanie lokalnemu Państwowemu Gospodarstwu Rolnemu (PGR). Brak należytej opieki, doraźne przeróbki na cele magazynowo-mieszkalne oraz ostateczne opuszczenie obiektu w drugiej połowie XX wieku doprowadziły ten cenny zabytek do stanu zaawansowanej ruiny.

Konstrukcja dworu wznosi się na planie regularnego prostokąta. Jest to obiekt murowany z kamienia łamanego oraz cegły, pierwotnie potężny, trójkondygnacyjny i nakryty wysokim dachem. Służejowska fortalicja została zaprojektowana jako budowla wybitnie obronna – jej głównym atutem było usytuowanie pośród podmokłych łąk oraz otoczenie szeroką, głęboką fosą zasilaną wodą z pobliskiego potoku, przez co dostęp do wnętrza wiódł wyłącznie przez Most Zwodzony. Obronność potęgowały wyjątkowo grube mury obwodowe, a także zachowane do dziś w partii przyziemia kamienne, wąskie okna o charakterze otworów strzelniczych. Wnętrza parteru i piwnic do dziś kryją masywne sklepienia kolebkowe oraz kolebkowe z lunetami. Na elewacjach, mimo zniszczeń, gdzieniegdzie widoczne są jeszcze unikalne fragmenty renesansowych dekoracji sgraffitowych oraz kamienne, rzeźbione portale.

Współcześnie dwór obronny w Służejowie znajduje się w stanie zabezpieczonej, trwałej ruiny. Do naszych czasów zachował się pełny obwód monumentalnych ścian zewnętrznych do wysokości dawnego drugiego piętra, wewnętrzne ściany działowe, zarysy dawnych piwnic oraz doskonale czytelna, szeroka fosa, która wciąż wypełnia się wodą podczas obfitszych opadów. Obiekt, choć zniszczony, wciąż bije surowym, renesansowym pięknem i stanowi niezwykle klimatyczne świadectwo dawnej architektury obronnej Śląska.",pl:Dwór w Służejowie,Q30088742
