fid,@id,wkt,x_wgs84,y_wgs84,historic,name,building,addr:housenumber,addr:postcode,castle_type,source:addr,addr:city:simc,addr:place,addr:city,wikidata,source,addr:street,heritage,wikipedia,tourism,heritage:operator,ref:nid,building:levels,start_date,url,description,website,ruins,access,addr:street:sym_ul,image,source:geometry,source:building,name:de,wikimedia_commons,historic:civilization,phone,name:pl,type,alt_name,ref:ckkp,nid:inscription_date,email,name:en,old_name,amenity,roof:shape,addr:country,heritage:website,opening_hours,operator,roof:colour,ref:inspire,roof:levels,building:colour,building:fireproof,building:material,note,barrier,wheelchair,fee,check_date,wikipedia:pl,roof:material,height,mapillary,contact:phone,material,nid:website,addr:housename,building:architecture,name:ru,architect,building:levels:underground,contact:website,contact:email,name:uk,internet_access,layer,loc_name,name:fr,official_name,contact:facebook,name:cs,short_name,name:be,old_name:de,government,man_made,name:es,abandoned,office,social_facility,stars,alt_name:de,alt_name:pl,ele,fixme,name:hu,nid:ref,religion,source_ref,tower:type,building:use,denomination,heritage:since,museum,name:eo,name:zh,ref,toilets:wheelchair,admin_level,area,charge,cuisine,inscription,internet_access:fee,name:it,name:pt,roof:orientation,social_facility:for,year_of_construction
871,way/254491055,POINT (15.60517429708738 51.1211487),15.60517429708738,51.1211487,castle,Pałac Wietrznik,yes,3,59-600,palace,,,,Lwówek Śląski,Q43732679,,Myśliwska,,pl:Pałac Wietrznik,,,,2,1745,,Nie ma możliwości zwiedzania w środku.,,,,,,geoportal.gov.pl:ortofoto,,,,,,,,,,,,,,,gabled,,,,,black,,,lightyellow,,,,,,,2024-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
872,way/254508736,POINT (18.678512195767937 50.66621605),18.678512195767937,50.66621605,castle,Zamek Lubliniec,hotel,40,42-700,stately,,,,Lubliniec,Q24945559,,Grunwaldzka,2,pl:Zamek w Lublińcu,hotel,nid,A/86/78,3.5,,,,https://www.zameklubliniec.pl/,,,,https://commons.wikimedia.org/wiki/File:Hotel_Zamek_Lubliniec.jpg,,,,,,,,,,,,recepcja@zameklubliniec.pl,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
873,way/254548966,POINT (20.53016570791256 49.592167399999994),20.53016570791256,49.592167399999994,manor,Dwór w Świdniku,residential,1,34-606,,lukowica.e-mapa.net,0449639,Świdnik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
874,way/254593664,POINT (17.908934225037726 51.66393655),17.908934225037726,51.66393655,castle,Pałac Bagatela,yes,,,palace,,,,,,,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
875,way/254619605,POINT (17.048164093298645 51.8710133),17.048164093298645,51.8710133,manor,Muzeum im. Edmunda Bojanowskiego,yes,,,,,,,,Q11695362,,,2,pl:Dworek w Grabonogu,museum,nid,565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
876,way/254854198,POINT (20.980303612663917 51.311937549999996),20.980303612663917,51.311937549999996,castle,Pałac Józefa Brandta,yes,,,palace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Józef Brandt's Palace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
877,way/255095596,POINT (19.973090300000003 51.3169379),19.973090300000003,51.3169379,manor,Dwór w Dąbrowie nad Czarną,yes,74,26-337,,aleksandrowpiotrkowski.e-mapa.net,0534457,Dąbrowa nad Czarną,,,zamkilodzkie.pl,,,,attraction,,,,,http://www.zamkilodzkie.pl/pliki/dabrowa.htm,Dwór w Dąbrowie nad Czarną wzniesiony w XIX wieku,,,,,,,,,,,,,,,,,,,,,,,,,Prywatny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
878,way/255101128,POINT (15.465417873115578 51.880691999999996),15.465417873115578,51.880691999999996,manor,Pałac w Górnej Ochli,yes,4,65-001,,zielonagora.e-mapa.net,0988313,,Zielona Góra,,,Ochla-Górna,2,,,nid,2044,,,"https://dolny-slask.org.pl/519730,Zielona_Gora,Dwor_Ochla.html",,,,,47662,https://photos.app.goo.gl/zAfaquXkhSQHKtFr5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
879,way/255253233,POINT (16.783339931327596 50.7218292),16.783339931327596,50.7218292,castle,Pałac Gilów,yes,109,58-217,manor,emuia.gugik.gov.pl,0853895,Gilów,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
880,way/255253241,POINT (16.829529386029566 50.7460775),16.829529386029566,50.7460775,castle,Pałac Kietlin,yes,28,58-230,manor,,,Kietlin,,,,,,,guest_house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+48 604 441 867,,,,,,,,http://www.palac-kietlin.com,info@palac-kietlin.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
881,way/255386525,POINT (16.323358788949868 50.85688035),16.323358788949868,50.85688035,castle,Pałac Seidlów,yes,8,58-160,,,,,Świebodzice,,,Adama Mickiewicza,2,,,nid,A/1377,,,,,,,,,,"geoportal.gov.pl, GPS",,,,,,,,,,,,,,,,PL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
882,way/255487478,POINT (21.74141092574783 54.2104415),21.74141092574783,54.2104415,castle,Zamek Krzyżacki,yes,7,11-600,,emuia.gugik.gov.pl,0977947,,Węgorzewo,,,Zamkowa,,,,,,,,,,,,,25547,,,,Schloss Angerburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883,way/255511668,POINT (16.964280894072164 50.93334255),16.964280894072164,50.93334255,manor,Pałac,yes,41a,55-020,,emuia.gugik.gov.pl,0884588,,Jaksonów,,bing,Wrocławska,,,,,,,,,,,,,24806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
884,way/255515800,POINT (19.79182317584976 50.02021265),19.79182317584976,50.02021265,manor,Pałac w Piekarach,yes,,32-060,,,,,Piekary,Q11815013,,,,pl:Pałac w Piekarach,attraction,,A/484/81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
885,way/255526881,POINT (19.232822528615337 49.696125800000004),19.232822528615337,49.696125800000004,manor,Dwór w Moszczanicy,yes,6,34-300,,EMUiA (emuia.gugik.gov.pl),,Osiedle Szkolne,Żywiec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
886,way/255956273,POINT (19.35609330028082 52.232869550000004),19.35609330028082,52.232869550000004,castle,Pałac Saski,yes,,,palace,,,,Kutno,Q21615934,,,,pl:Pałac Saski w Kutnie,attraction,,,1,1750,,,,,,,,,,,File:Muzeum Pałac Saski w Kutnie.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
887,way/256103716,POINT (23.33248001234756 50.3614776),23.33248001234756,50.3614776,castle,Pałac Łosiów w Narolu,palace,,,palace,,,,,,,,,,attraction,,,2,,,,,,,,,,,,,,+48 602514678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
888,way/256146048,POINT (16.67411522196106 51.9018701),16.67411522196106,51.9018701,castle,,yes,2,64-113,,osieczna.e-mapa.net,0954567,,Osieczna,Q9386699,,Zamkowa,2,pl:Zamek w Osiecznej,,nid,1497/A,,,,,https://www.osieczna.com.pl/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
889,way/256148513,POINT (17.275969588745717 52.50244775),17.275969588745717,52.50244775,castle,pałac z 1891 r.,yes,1,62-010,palace,EMUiA (pobiedziska.e-mapa.net),0593170,Pomarzanowice,,Q11815015,,,2,pl:Pałac w Pomarzanowicach,,nid,1532/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
890,way/256677482,POINT (21.760186574521356 54.0355511),21.760186574521356,54.0355511,castle,Hotel St. Bruno****,yes,1,11-500,defensive,,,,Giżycko,,,Świętego Brunona,,,hotel,,,,,https://youtu.be/81-vs33-n7E?t=74,,,,,,,,,,,medieval,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+48 877326500,,,,,,,,http://www.hotelstbruno.pl,recepcja@hotelstbruno.pl,,wlan,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,no,,,,,
891,way/256692611,POINT (16.587700472557877 50.8296179),16.587700472557877,50.8296179,castle,Pałac,residential,,,manor,,,,,,geoportal.gov.pl:building,,,,,,,,,,,,,,,,geoportal.gov.pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
892,way/256692653,POINT (16.53473273428726 50.79698925),16.53473273428726,50.79698925,castle,Pałac,castle,,,,,,,,Q20033943,geoportal.gov.pl:building,,,pl:Pałac w Krzyżowej,,,,,,,,,,,,,geoportal.gov.pl,,Schloss Kreisau,,,,Pałac,,,DS00323,,,Manor House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
893,way/256693168,POINT (16.565196952074942 50.79810745),16.565196952074942,50.79810745,manor,Pałac,residential,67a,58-100,,gugik.gov.pl,0856043,Grodziszcze,,,,,,,,,,,,,,,,,,,"geoportal.gov.pl, GPS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
894,way/256702011,POINT (22.627458962501294 53.462639949999996),22.627458962501294,53.462639949999996,castle,"Twierdza Osowiec - Fort III ""Szwedzki""",,,,fortress,,,,,,,,,,,,,,,,"Twierdza Osowiec zbudowana przez Rosjan w latach 1882-1892. Twierdza składała się z 4 fortów: ""Centralny"" - fort nr 1, ""Zarzeczny"" - fort nr 2, ""Szwedzki"" - fort nr 3 i ""Nowy” fort nr 4.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,
895,way/256702401,POINT (22.59864402359323 53.44291015),22.59864402359323,53.44291015,castle,Twierdza Osowiec - Fort IV Nowy,,,,fortress,,,,,Q2503140,,,,pl:Twierdza Osowiec,,,,,,,"Twierdza Osowiec zbudowana przez Rosjan w latach 1882-1892. Twierdza składała się z 4 fortów: ""Centralny"" - fort nr 1, ""Zarzeczny"" - fort nr 2, ""Szwedzki"" - fort nr 3 i ""Nowy” fort nr 4.",,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,embankment,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,
896,way/256835359,POINT (16.391711409257873 50.81831855),16.391711409257873,50.81831855,manor,Dwór w Witoszowie,residential,16,58-100,,,,Witoszów Górny,,Q56328564,geoportal.gov.pl,,,pl:Dwór_w_Witoszowie_Górnym,attraction,,,,,,,,,,,,"geoportal.gov.pl, GPS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
897,way/256873378,POINT (20.2355366174108 52.22770985),20.2355366174108,52.22770985,castle,Ruiny Zamku Książąt Mazowieckich,ruins,,,,,,,,Q97372538,BDOT10k,Podzamcze,2,pl:Zamek Książąt Mazowieckich w Sochaczewie,,nid,299/61,,C14..C17,,,,,,,,,,,,,,,,,,1961-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
898,way/257238252,POINT (17.990145835730118 51.69319455),17.990145835730118,51.69319455,castle,Pałac Niemojowskich,yes,2b,63-460,stately,noweskalmierzyce.e-mapa.net,,,Śliwniki,Q16586947,,Niemojowskich,2,pl:Pałac Niemojowskich w Śliwnikach,,nid,1412/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
899,way/257240143,POINT (16.17689125942507 52.9022682),16.17689125942507,52.9022682,castle,Pałac Sapiehów,palace,,,palace,,,,,Q11814855,,,2,pl:Pałac Sapiehów w Wieleniu,attraction,nid,138/5/A,,1749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,way/257377705,POINT (16.503198053360272 50.8830856),16.503198053360272,50.8830856,castle,Pałac Wiśniowa,residential,,,palace,,,,,,geoportal.gov.pl,,,,,,,,,,Na miejscu dworu z XVI wieku wzniesiony dła Gustava von Zedlitz-Leipe w l. 1872-1884 pałac w stylu francuskiego neorenesansu.,,,,,,geoportal.gov.pl. GPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901,way/257834000,POINT (16.21446700367865 54.2805262),16.21446700367865,54.2805262,castle,Dwór Hillebrandtów,yes,42,76-004,manor,sianow.e-mapa.net,0310976,,Osieki,,geoportal.gov.pl:ortofoto,Parkowa,,,,,,,,,,,,,15710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902,way/258146222,POINT (16.49736894849946 52.873841999999996),16.49736894849946,52.873841999999996,castle,Internat Zespołu Szkół Leśnych im. inż. Jana Kloski w Goraju,yes,,,stately,,,,,Q9386632,,,2,pl:Zamek w Goraju,,nid,148/Wlkp/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903,way/258149139,POINT (24.032070452012988 50.840653700000004),24.032070452012988,50.840653700000004,castle,Pałac Lubomirskich,yes,3,22-525,palace,,,,Strzyżów,,,Herbowa,,,,,,2,1786-01-01,,,https://zabytek.pl/pl/obiekty/strzyzow-zespol-palacowy-22710,,private,,,,,,,,,,,,,,,,,,,,,7:00 - 15:00,,,,,,,,,,,,,,,,,,,,Biuro Cukrowni Strzyżów,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
904,way/258548995,POINT (14.419731355443165 53.67625525),14.419731355443165,53.67625525,castle,Pałac w Trzebieradzy,residential,1,72-022,palace,nowewarpno.e-mapa.net,0779696,Trzebieradz,,,UG Nowe Warpno,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
905,way/258551331,POINT (17.898141862745607 54.660214350000004),17.898141862745607,54.660214350000004,castle,Dworek z XIX w.,yes,1,84-213,,,,Witków,,,geoportal.gov.pl:ortofoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
906,way/258553682,POINT (17.2361886647805 54.487717149999995),17.2361886647805,54.487717149999995,castle,Ruiny pałacu,yes,,,palace,,,,,,geoportal.gov.pl:ortofoto,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907,way/258561601,POINT (17.272555618015843 54.501723299999995),17.272555618015843,54.501723299999995,castle,Pałac w Damnicy,yes,1,,,damnica.e-mapa.net,0743296,,Damnica,,geoportal.gov.pl:ortofoto,Janusza Korczaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
908,way/258609584,POINT (16.822552088879 50.76463875),16.822552088879,50.76463875,castle,,house,28,58-210,manor,emuia.gugik.gov.pl,0876784,Przystronie,,,,,,,,,,2,,,Pałac (częściowo w ruinie),,,,,,EGiB,BDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
909,way/258875706,POINT (22.29079232873589 51.3602922),22.29079232873589,51.3602922,manor,Dwór w Przybysławicach z 1904 roku,yes,18,21-080,,garbow.e-mapa.net,0380920,Przybysławice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gmina Garbów,,,,,,,Władze Gminy Garbów w ramach rewitalizacji parku oraz dworu zamierzają utworzyć Centrum Integracji i Aktywności Społecznej.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
910,way/259012916,POINT (16.52891103712656 50.818624400000004),16.52891103712656,50.818624400000004,castle,,yes,36,58-112,palace,,,Boleścin,,,,,,,,,,,,,,,,,,,geoportal.gov.pl. GPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
911,way/259109559,POINT (22.297648553249587 51.36519475),22.297648553249587,51.36519475,manor,Zabytkowa willa z 1924 roku,yes,2,21-080,,garbow.e-mapa.net,0380971,,Zagrody,,,Cisowa,,,,,,,1924,,Dawna siedziba dyrektorów Cukrowni w Garbowie.,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
912,way/259254248,POINT (16.815191571583902 52.6674055),16.815191571583902,52.6674055,manor,dwór z pocz. XX w.,yes,2,64-600,,oborniki.e-mapa.net,0971181,,Oborniki,,,Rudki,,,,,1694/A,,,,,,yes,,19059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
913,way/259413812,POINT (17.77662577939137 51.89030975),17.77662577939137,51.89030975,manor,Sąd Rejonowy,public,21,63-300,,,,,Pleszew,,,Malińska,,,,,,3,1870,,,,,,,https://commons.wikimedia.org/wiki/File:Pa%C5%82ac_z_po%C5%82owy_XIX_w._%28obecnie_S%C4%85d_Rejonowy%29.jpg,,,,,,,,,,,,,,,courthouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
914,way/259531742,POINT (16.5900275242497 50.4691349),16.5900275242497,50.4691349,castle,Pałac w Piszkowicach,yes,56,57-315,stately,emuia.gugik.gov.pl,0852944,Piszkowice,,,,,2,,,nid,A/4503/839/WŁ,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
915,way/259574912,POINT (15.681810468510738 51.01741395),15.681810468510738,51.01741395,castle,Pałac Książęcy,yes,1,59-610,palace,wlen.e-mapa.net,0936500,,Wleń,,survey,Winiogórska,,,,,,,,,,https://palacwlen.pl/,,,24345,,"geoportal.gov.pl, GPS",,,,,+48 506 030 298; +48 600 385 009,,,,,,info@palacwlen.pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pałac Książęcy we Wleniu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
916,way/259669470,POINT (20.14915883545236 50.4403534),20.14915883545236,50.4403534,castle,Zamek Mirów,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
917,way/259745264,POINT (16.394827442863015 51.5003026),16.394827442863015,51.5003026,manor,Pałac w Górzynie,yes,21K,59-305,,rudna.e-mapa.net,0367226,Górzyn,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
918,way/259773759,POINT (18.92159086444459 49.611473700000005),18.92159086444459,49.611473700000005,castle,Zamek Górny,yes,4,43-460,,gugik.gov.pl,0927091,,Wisła,,,Zameczek,2,,,nid,A-705/94,,,,"Siedziba prezydenta RP, część historyczna udostępniona do zwiedzania.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919,way/259797159,POINT (19.037200351121584 53.25035295),19.037200351121584,53.25035295,manor,Dwór w Niedźwiedziu,yes,56,87-207,,debowalaka.e-mapa.net,0842696,Niedźwiedź,,Q9213467,,,2,pl:Dwór w Niedźwiedziu,,nid,202/A,,,,,,,,,,geoportal.gov.pl:ortofoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
920,way/260179737,POINT (16.577601608828672 52.615066),16.577601608828672,52.615066,castle,Zamek Górków z XV-XVI w.,yes,30,64-500,,szamotuly.e-mapa.net,0971531,,Szamotuły,Q16619092,,Wroniecka,2,pl:Zamek w Szamotułach,museum,nid,109/A,2,,https://youtu.be/x1B2u8BY2O4,,https://www.zamek.org.pl/,,,,,,BDOT,,,,+48 61 29 218 13,,,,WP00639,,zamek@zamek.org.pl,,,,mansard,,,,Muzeum - Zamek Górków,red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
921,way/260479799,POINT (16.77819567165575 50.7775972),16.77819567165575,50.7775972,manor,Dwór,yes,65,58-210,,emuia.gugik.gov.pl,0876815,Sieniawka,,,,,,,attraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
922,way/260503436,POINT (17.622465242670444 52.589534549999996),17.622465242670444,52.589534549999996,manor,Dwór w Łabiszynku z I poł. XIX w.,yes,20,62-200,,gniezno.e-mapa.net,0583415,Łabiszynek,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
923,way/260656785,POINT (16.634474400000002 51.3636693),16.634474400000002,51.3636693,castle,Pałac w Starym Wołowie,yes,12,56-100,palace,,,Stary Wołów,,,GIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
924,way/260886660,POINT (16.9121705052698 51.064220649999996),16.9121705052698,51.064220649999996,manor,Pałac -Dyrekcja,office,1,55-080,,emuia.gugik.gov.pl,0874905,Zybiszów,,,www.geoportal.gov.pl,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
925,way/260977523,POINT (20.464185714699468 50.78309335),20.464185714699468,50.78309335,manor,Dwór Obronny,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926,way/261092324,POINT (16.36321160018649 52.22313475),16.36321160018649,52.22313475,manor,Muzeum Ziemi Grodziskiej,yes,7,62-065,,EMUiA (grodziskwielkopolski.e-mapa.net),0970810,,Grodzisk Wielkopolski,Q9213494,,27 Stycznia,2,pl:Pałac Heyderów w Grodzisku Wielkopolskim,museum,nid,1516/A,1,,,,,,,,,,BDOT,,File:Muzeum Ziemi Grodziskiej.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927,way/261473209,POINT (16.413802118232187 50.84420355),16.413802118232187,50.84420355,castle,Pałac w Komorowie,yes,32,58-100,stately,,,Komorów,,,geoportal.gov.pl,,yes,,,,914/WŁ,2,,,,,,,,,"geoportal.gov.pl, GPS",,,,,,,,,,,,,,,hipped,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
928,way/261484380,POINT (18.251933844335554 52.212197950000004),18.251933844335554,52.212197950000004,manor,Urząd Stanu Cywilnego,government,2,,,,,,Konin,Q9213241,,Obrońców Westerplatte,2,pl:Dworek Zofii Urbanowskiej w Koninie,,nid,722,2,,,,https://bip.konin.eu/index.php?d=wydzialy_usc,,,,,,BDOT,,,,,,,,,,,,,,,,,Mo-Fr 07:30-15:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,register_office,,,,government,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
